rx,ry,instrument_index,time_stamp
3.0026594764654977,21.80382799896834,0,1666813342.0265865
2.7980841494632087,21.575407206595457,0,1666813342.0638244
3.035262253902828,21.457882708929553,0,1666813342.0943568
1.8453417737891238,21.335053764024718,0,1666813342.130473
5.4862027393717625,21.43496834023839,0,1666813342.1609423
3.6302885605472555,21.077103462134414,0,1666813342.193518
2.0919881143842427,21.50967171415107,0,1666813342.2316506
2.008940487368093,21.50744962442382,0,1666813342.2633348
2.535078537227935,21.191284005394813,0,1666813342.2987287
3.8341000034318875,20.972924184819895,0,1666813342.3272142
3.8161699732869314,21.076921251864086,0,1666813342.364084
3.8394794253037654,20.88392993803376,0,1666813342.398754
2.9609628335796288,21.26469155155356,0,1666813342.4346983
3.242943483949028,20.97949510416034,0,1666813342.4651005
1.6881834820651975,21.48611696036674,0,1666813342.4955041
3.054849060851279,21.06930737740115,0,1666813342.5306165
2.8309224496886896,21.342987659792847,0,1666813342.5640302
3.214365998187682,20.929917584370163,0,1666813342.5952563
3.089469393193108,20.553216826788816,0,1666813342.6305106
2.1911387206291586,21.068892444833626,0,1666813342.668572
3.700205757267778,20.65815064918582,0,1666813342.6970167
2.455682811698582,21.120116071815904,0,1666813342.7292783
3.824457827893603,20.44492214144932,0,1666813342.763065
3.139651069695341,21.17772954803637,0,1666813342.7975903
5.3327942420908085,20.829557789543273,0,1666813342.8288696
4.887328564540873,21.1879444634649,0,1666813342.862926
6.659831371779504,21.435200455117737,0,1666813342.8956897
4.636074240590546,21.534898765615377,0,1666813342.929455
5.171537228013467,21.83927541831642,0,1666813342.9641895
6.260399244770676,22.19454218076071,0,1666813342.9987547
9.241191525574491,22.09979219895136,0,1666813343.0322855
7.47693476917825,22.102596306907003,0,1666813343.066345
7.724512783682728,22.06283859201139,0,1666813343.099407
7.9080045338891605,22.297134434562384,0,1666813343.1308935
7.22323339148398,21.67694822163088,0,1666813343.1653554
8.006405115630528,21.744560606486203,0,1666813343.1971362
8.90433185799178,21.79479994310198,0,1666813343.2371736
6.933573203239822,21.901597420787144,0,1666813343.2654579
7.282029665773974,21.50988011253554,0,1666813343.3042004
7.122524083682574,21.601281339250463,0,1666813343.3323517
6.476997348780265,21.13693760964105,0,1666813343.3656285
5.393617234686549,20.96578279740818,0,1666813343.3977058
7.459452597536827,20.291806627672532,0,1666813343.4304285
6.149580054143621,20.135993596523456,0,1666813343.462261
4.744548809717531,19.949695235630244,0,1666813343.4976416
4.787617607519654,19.438197086715263,0,1666813343.5312214
5.501349396867291,18.364156543288328,0,1666813343.5654595
3.991555079659555,18.83850223659099,0,1666813343.596863
5.090104445487462,17.85080865767079,0,1666813343.63099
5.399373717711246,17.395898736267927,0,1666813343.6634145
4.51986696136484,16.82569102035711,0,1666813343.6974688
3.511624864497026,17.076721744616336,0,1666813343.7331853
4.684180709178055,16.500331431722714,0,1666813343.7655668
5.412913312347714,15.517356251381022,0,1666813343.798561
4.169541548665373,15.799525840276589,0,1666813343.83488
5.118265928894352,15.233239448343484,0,1666813343.8681703
4.54029401787933,15.614907984541627,0,1666813343.8974185
4.29243781480155,14.977620048130072,0,1666813343.9304957
4.24406883749809,14.642538913425756,0,1666813343.9651303
4.586448331840818,14.233156673720638,0,1666813344.0005438
4.235417469196261,14.100094756109316,0,1666813344.032481
5.027460152328277,13.935346094373642,0,1666813344.0673869
4.734208489412946,13.799946926226541,0,1666813344.0987706
3.268668533273563,13.758423606401328,0,1666813344.132166
4.2505357847943035,13.037215453343746,0,1666813344.1683023
3.447832182431745,13.491228138906356,0,1666813344.202335
2.79397136969397,13.772829405786931,0,1666813344.2315047
3.560297458376689,13.304451888708916,0,1666813344.2657843
5.005249909300602,13.17448222572332,0,1666813344.308128
3.7676491582042377,13.06808921346687,0,1666813344.343575
3.6530973420028867,13.434518700203252,0,1666813344.3740087
4.263077541897035,13.374570774999249,0,1666813344.4017117
3.95343604293718,13.71064411496553,0,1666813344.4406564
6.4328360113666125,13.66612268153149,0,1666813344.4679582
5.771585898958809,13.404151076677685,0,1666813344.5332637
5.63623085350567,13.479386827816683,0,1666813344.5708914
6.177058423902194,13.642610367002879,0,1666813344.6041312
5.295092232569686,13.120840509094783,0,1666813344.6367025
5.7720777233308,13.730734908270254,0,1666813344.6661017
5.235718040602461,13.177629237855397,0,1666813344.699176
6.8990289265267855,13.064444686629292,0,1666813344.732855
6.243196906020788,12.70855258032492,0,1666813344.7682471
7.419453639025057,12.65946566919911,0,1666813344.7997031
7.168044768387779,12.560562209184985,0,1666813344.8339856
8.221850155331943,12.653688724365868,0,1666813344.8712232
9.158988303871837,12.19901706777794,0,1666813344.8986673
8.550228586604717,12.11200722044244,0,1666813344.9440284
7.557082790200313,12.484416715513177,0,1666813344.979599
9.75013227261698,12.285221847399175,0,1666813345.0110233
9.017298653168341,11.888859810977339,0,1666813345.0491335
8.888939114139726,12.094195500788242,0,1666813345.080584
9.116410732158721,11.96569661814686,0,1666813345.1076708
9.85223533365531,11.781415180502297,0,1666813345.1359742
9.834593647381064,11.721795721760442,0,1666813345.1717794
10.576585765544067,11.62082443526602,0,1666813345.2017705
10.724945402044042,11.701182321896477,0,1666813345.2377222
10.368155029078979,12.280831085591815,0,1666813345.270414
12.401082116100769,11.965836198523121,0,1666813345.3039222
13.261174460470999,11.97514244785375,0,1666813345.3366177
11.812734697162563,12.128248936039965,0,1666813345.3686655
12.238068768835499,11.837061365845408,0,1666813345.4039228
13.00969645298212,11.444864759684819,0,1666813345.4369352
11.571135408539003,11.830263202209219,0,1666813345.470559
10.823492916283925,11.744186285795934,0,1666813345.5007944
10.652828101786858,11.45170928938011,0,1666813345.5350344
11.469121330997817,11.192544377687877,0,1666813345.5684044
10.547803911662989,10.925584582419935,0,1666813345.605066
11.59249169178828,10.646164219883014,0,1666813345.6346269
10.967722727727748,11.058560210248059,0,1666813345.6727633
11.577176916439312,10.66088302728574,0,1666813345.703723
10.881256500956779,11.23413791372565,0,1666813345.7370317
9.2068741470223,11.513706532975569,0,1666813345.77002
9.948485661026634,10.950345726855115,0,1666813345.8026009
9.546190284985746,11.692077083003715,0,1666813345.8384933
10.430772660904658,10.93513482472169,0,1666813345.870568
10.891567045737036,11.419813390960458,0,1666813345.902169
8.93649868982498,11.69722831717715,0,1666813345.9383957
10.065924700584622,11.042746976095545,0,1666813345.973779
10.219704218072147,10.949942237082693,0,1666813346.005928
9.142194706633683,11.552282029269373,0,1666813346.0367823
9.887747676384794,11.72404238459318,0,1666813346.0694466
10.27257186347439,11.185539652588144,0,1666813346.103035
9.870379280716282,11.656430501020415,0,1666813346.1376371
9.635825280638592,11.742303370327852,0,1666813346.1692052
9.69876900779543,11.895118784425227,0,1666813346.205927
10.432586901617851,11.620382183754044,0,1666813346.2368383
10.509651292336052,12.094316311084526,0,1666813346.2735822
10.434971984711973,11.908715627017598,0,1666813346.3029482
10.7387213090442,12.520121783566198,0,1666813346.3407185
11.128772934948127,12.536766694326815,0,1666813346.3726387
11.196333752032816,12.565038546536554,0,1666813346.4062467
10.001910895838272,12.620043560719076,0,1666813346.440049
