rx,ry,instrument_index,time_stamp
6.5844825422958335,31.68293670023712,0,1666738395.6295993
7.027507084092559,31.60369850985168,0,1666738395.667872
7.564591187752026,31.38055341707589,0,1666738395.700927
7.496131111437754,31.222962085886845,0,1666738395.7305942
8.178173227187916,31.406802261232965,0,1666738395.7678392
8.066424868492167,30.67561675732559,0,1666738395.802295
8.372784374394334,30.62840538718515,0,1666738395.8343577
8.273098833737656,30.33027037103973,0,1666738395.8677387
8.16342321283662,30.142314374927754,0,1666738395.8989048
9.412933160919716,30.001089537912605,0,1666738395.9373071
10.030065405068912,29.856777201628347,0,1666738395.9681587
9.984046787054545,30.000202040655022,0,1666738396.000949
10.901859404005618,29.53438681255207,0,1666738396.0358415
11.557327302936015,29.2472263029471,0,1666738396.0733833
11.821737367828204,29.616613075725184,0,1666738396.1016264
12.25148677653655,29.046133063825312,0,1666738396.13669
13.47394595302923,29.117691607153265,0,1666738396.167849
12.461072493054937,29.25193651628195,0,1666738396.2022452
13.651426495287732,29.043923621438456,0,1666738396.2338474
14.062959411224975,29.25643228948293,0,1666738396.2688966
13.893075485307321,29.34762485971329,0,1666738396.301119
14.281467512626723,29.412116837345334,0,1666738396.3393471
15.609330541662425,29.7765071627475,0,1666738396.3709106
16.949252261807388,30.119078868500495,0,1666738396.406013
15.811139558728005,30.251106964998844,0,1666738396.4372873
16.035730202327276,30.22609312043123,0,1666738396.4671707
15.668616839958668,30.618000390263717,0,1666738396.4988966
15.19883124534036,30.389297060595435,0,1666738396.5366058
14.412152926226446,30.833287106834415,0,1666738396.568816
14.327110028574294,30.714671069484275,0,1666738396.6007738
14.569371731263546,30.82198303307725,0,1666738396.6360369
14.629963326229856,30.952210009187542,0,1666738396.6703434
14.126092197225951,30.598716164005854,0,1666738396.7065763
15.280414883657702,30.909342180445574,0,1666738396.7395482
13.035741828838031,30.796773949826875,0,1666738396.7704566
13.440509773568131,31.135157362909794,0,1666738396.8042998
13.574597459850807,31.164976319841738,0,1666738396.838417
14.600950037704498,31.324312605040245,0,1666738396.8692935
